bioguide,twitter,name,first,last,gender,birthday,source,congress,chamber,state,district,senate_class,party,term_start,term_end,congress_start,congress_end,overlap_start,overlap_end
D000096,RepDannyDavis,Danny K. Davis,Danny,Davis,M,1941-09-06,current,116,house,IL,7,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
D000619,,Rodney Davis,Rodney,Davis,M,1970-01-05,historical,116,house,IL,13,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
F000454,RepBillFoster,Bill Foster,Bill,Foster,M,1955-10-07,current,116,house,IL,11,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
G000586,RepChuyGarcia,"Jesús G. ""Chuy"" García",Jesús,García,M,1956-04-12,current,116,house,IL,4,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
K000385,RepRobinKelly,Robin L. Kelly,Robin,Kelly,F,1956-04-30,current,116,house,IL,2,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
K000378,,Adam Kinzinger,Adam,Kinzinger,M,1978-02-27,historical,116,house,IL,16,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
K000391,CongressmanRaja,Raja Krishnamoorthi,Raja,Krishnamoorthi,M,1973-07-19,current,116,house,IL,8,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
L000585,RepLaHood,Darin LaHood,Darin,LaHood,M,1968-07-05,current,116,house,IL,18,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
L000563,,Daniel Lipinski,Daniel,Lipinski,M,1966-07-15,historical,116,house,IL,3,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
Q000023,RepMikeQuigley,Mike Quigley,Mike,Quigley,M,1958-10-17,current,116,house,IL,5,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
R000515,,Bobby L. Rush,Bobby,Rush,M,1946-11-23,historical,116,house,IL,1,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001145,JanSchakowsky,Janice D. Schakowsky,Janice,Schakowsky,F,1944-05-26,current,116,house,IL,9,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001190,RepSchneider,Bradley Scott Schneider,Bradley,Schneider,M,1961-08-20,current,116,house,IL,10,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S000364,,John Shimkus,John,Shimkus,M,1958-02-21,historical,116,house,IL,15,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
U000040,RepUnderwood,Lauren Underwood,Lauren,Underwood,F,1986-10-04,current,116,house,IL,14,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001307,RepJimBaird,James R. Baird,James,Baird,M,1945-06-04,current,116,house,IN,4,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001299,RepJimBanks,Jim Banks,Jim,Banks,M,1979-07-16,current,116,house,IN,3,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001284,,Susan W. Brooks,Susan,Brooks,F,1960-08-25,historical,116,house,IN,5,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001275,,Larry Bucshon,Larry,Bucshon,M,1962-05-31,historical,116,house,IN,8,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
C001072,RepAndreCarson,André Carson,André,Carson,M,1974-10-16,current,116,house,IN,7,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
H001074,,Trey Hollingsworth,Trey,Hollingsworth,M,1983-09-12,historical,116,house,IN,9,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
P000615,,Greg Pence,Greg,Pence,M,1956-11-14,historical,116,house,IN,6,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
V000108,,Peter J. Visclosky,Peter,Visclosky,M,1949-08-13,historical,116,house,IN,1,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
W000813,,Jackie Walorski,Jackie,Walorski,F,1963-08-17,historical,116,house,IN,2,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
D000629,RepDavids,Sharice Davids,Sharice,Davids,F,1980-05-22,current,116,house,KS,3,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
E000298,RepRonEstes,Ron Estes,Ron,Estes,M,1956-07-19,current,116,house,KS,4,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
M001198,SenatorMarshall,Roger Marshall,Roger,Marshall,M,1960-08-09,current,116,house,KS,1,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
W000824,,Steve Watkins,Steven,Watkins,M,1976-09-18,historical,116,house,KS,2,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001282,RepAndyBarr,Andy Barr,Garland,Barr,M,1973-07-24,current,116,house,KY,6,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
C001108,RepJamesComer,James Comer,James,Comer,M,1972-08-19,current,116,house,KY,1,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
G000558,RepGuthrie,Brett Guthrie,Brett,Guthrie,M,1964-02-18,current,116,house,KY,2,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
M001184,RepThomasMassie,Thomas Massie,Thomas,Massie,M,1971-01-13,current,116,house,KY,4,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
R000395,RepHalRogers,Harold Rogers,Harold,Rogers,M,1937-12-31,current,116,house,KY,5,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
Y000062,,John A. Yarmuth,John,Yarmuth,M,1947-11-04,historical,116,house,KY,3,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
A000374,,Ralph Lee Abraham,Ralph,Abraham,M,1954-09-16,historical,116,house,LA,5,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
G000577,,Garret Graves,Garret,Graves,M,1972-01-31,historical,116,house,LA,6,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
H001077,RepClayHiggins,Clay Higgins,Clay,Higgins,M,1961-08-24,current,116,house,LA,3,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
J000299,RepMikeJohnson,Mike Johnson,Mike,Johnson,M,1972-01-30,current,116,house,LA,4,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
R000588,,Cedric L. Richmond,Cedric,Richmond,M,1973-09-13,historical,116,house,LA,2,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001176,SteveScalise,Steve Scalise,Steve,Scalise,M,1965-10-06,current,116,house,LA,1,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
C001101,RepKClark,Katherine M. Clark,Katherine,Clark,F,1963-07-17,current,116,house,MA,5,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
K000375,USRepKeating,William R. Keating,William,Keating,M,1952-09-06,current,116,house,MA,9,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
K000379,,Joseph P. Kennedy III,Joseph,Kennedy,M,1980-10-04,historical,116,house,MA,4,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
L000562,RepStephenLynch,Stephen F. Lynch,Stephen,Lynch,M,1955-03-31,current,116,house,MA,8,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
M000312,RepMcGovern,James P. McGovern,James,McGovern,M,1959-11-20,current,116,house,MA,2,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
M001196,RepMoulton,Seth Moulton,Seth,Moulton,M,1978-10-24,current,116,house,MA,6,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
N000015,RepRichardNeal,Richard E. Neal,Richard,Neal,M,1949-02-14,current,116,house,MA,1,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
P000617,RepPressley,Ayanna Pressley,Ayanna,Pressley,F,1974-02-03,current,116,house,MA,7,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
T000482,RepLoriTrahan,Lori Trahan,Lori,Trahan,F,1973-10-27,current,116,house,MA,3,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001304,,Anthony G. Brown,Anthony,Brown,M,1961-11-21,historical,116,house,MD,4,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
C000984,,Elijah E. Cummings,Elijah,Cummings,M,1951-01-18,historical,116,house,MD,7,,Democrat,2019-01-03,2019-10-17,2019-01-03,2021-01-03,2019-01-03,2019-10-17
H001052,RepAndyHarrisMD,Andy Harris,Andy,Harris,M,1957-01-25,current,116,house,MD,1,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
H000874,RepStenyHoyer,Steny H. Hoyer,Steny,Hoyer,M,1939-06-14,current,116,house,MD,5,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
M000687,RepKweisiMfume,Kweisi Mfume,Kweisi,Mfume,M,1948-10-24,current,116,house,MD,7,,Democrat,2020-05-05,2021-01-03,2019-01-03,2021-01-03,2020-05-05,2021-01-03
R000606,RepRaskin,Jamie Raskin,Jamie,Raskin,M,1962-12-13,current,116,house,MD,8,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
R000576,,C. A. Dutch Ruppersberger,C.,Ruppersberger,M,1946-01-31,historical,116,house,MD,2,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001168,,John P. Sarbanes,John,Sarbanes,M,1962-05-22,historical,116,house,MD,3,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
T000483,,David J. Trone,David,Trone,M,1955-09-21,historical,116,house,MD,6,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
G000592,RepGolden,Jared F. Golden,Jared,Golden,M,1982-07-25,current,116,house,ME,2,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
P000597,ChelliePingree,Chellie Pingree,Chellie,Pingree,F,1955-04-02,current,116,house,ME,1,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
A000367,,Justin Amash,Justin,Amash,M,1980-04-18,historical,116,house,MI,3,,Libertarian,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001301,RepJackBergman,Jack Bergman,Jack,Bergman,M,1947-02-02,current,116,house,MI,1,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
D000624,RepDebDingell,Debbie Dingell,Debbie,Dingell,F,1953-11-23,current,116,house,MI,12,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
H001058,RepHuizenga,Bill Huizenga,Bill,Huizenga,M,1969-01-31,current,116,house,MI,2,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
K000380,,Daniel T. Kildee,Daniel,Kildee,M,1958-08-11,historical,116,house,MI,5,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
L000581,,Brenda L. Lawrence,Brenda,Lawrence,F,1954-10-18,historical,116,house,MI,14,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
L000592,,Andy Levin,Andy,Levin,M,1960-08-10,historical,116,house,MI,9,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
M001201,,Paul Mitchell,Paul,Mitchell,M,1961-05-08,historical,116,house,MI,10,,Independent,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
M001194,RepMoolenaar,John R. Moolenaar,John,Moolenaar,M,1961-05-08,current,116,house,MI,4,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001208,RepSlotkin,Elissa Slotkin,Elissa,Slotkin,F,1976-07-10,current,116,house,MI,8,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001215,RepHaleyStevens,Haley M. Stevens,Haley,Stevens,F,1983-06-24,current,116,house,MI,11,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
T000481,RepRashida,Rashida Tlaib,Rashida,Tlaib,F,1976-07-24,current,116,house,MI,13,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
U000031,,Fred Upton,Fred,Upton,M,1953-04-23,historical,116,house,MI,6,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
W000798,RepWalberg,Tim Walberg,Tim,Walberg,M,1951-04-12,current,116,house,MI,7,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
C001119,RepAngieCraig,Angie Craig,Angie,Craig,F,1972-02-14,current,116,house,MN,2,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
E000294,RepTomEmmer,Tom Emmer,Tom,Emmer,M,1961-03-03,current,116,house,MN,6,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
H001088,,Jim Hagedorn,Jim,Hagedorn,M,1962-08-04,historical,116,house,MN,1,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
M001143,BettyMcCollum04,Betty McCollum,Betty,McCollum,F,1954-07-12,current,116,house,MN,4,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
O000173,Ilhan,Ilhan Omar,Ilhan,Omar,F,1981-10-04,current,116,house,MN,5,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
P000258,,Collin C. Peterson,Collin,Peterson,M,1944-06-29,historical,116,house,MN,7,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
P000616,,Dean Phillips,Dean,Phillips,M,1969-01-20,historical,116,house,MN,3,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001212,RepPeteStauber,Pete Stauber,Pete,Stauber,M,1966-05-10,current,116,house,MN,8,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
C001049,,Wm. Lacy Clay,Wm.,Clay,M,1956-07-27,historical,116,house,MO,1,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
C001061,RepCleaver,Emanuel Cleaver,Emanuel,Cleaver,M,1944-10-26,current,116,house,MO,5,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
G000546,RepSamGraves,Sam Graves,Sam,Graves,M,1963-11-07,current,116,house,MO,6,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
H001053,,Vicky Hartzler,Vicky,Hartzler,F,1960-10-13,historical,116,house,MO,4,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
L000576,,Billy Long,Billy,Long,M,1955-08-11,historical,116,house,MO,7,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
L000569,,Blaine Luetkemeyer,Blaine,Luetkemeyer,M,1952-05-07,historical,116,house,MO,3,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001195,RepJasonSmith,Jason Smith,Jason,Smith,M,1980-06-16,current,116,house,MO,8,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
W000812,RepAnnWagner,Ann Wagner,Ann,Wagner,F,1962-09-13,current,116,house,MO,2,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001177,,Gregorio Kilili Camacho Sablan,Gregorio,Sablan,M,1955-01-19,historical,116,house,MP,0,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
G000591,RepMichaelGuest,Michael Guest,Michael,Guest,M,1970-02-04,current,116,house,MS,3,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
K000388,RepTrentKelly,Trent Kelly,Trent,Kelly,M,1966-03-01,current,116,house,MS,1,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
P000601,,Steven M. Palazzo,Steven,Palazzo,M,1970-02-21,historical,116,house,MS,4,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
T000193,BennieGThompson,Bennie G. Thompson,Bennie,Thompson,M,1948-01-28,current,116,house,MS,2,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
G000584,,Greg Gianforte,Greg,Gianforte,M,1961-04-17,historical,116,house,MT,0,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
A000370,RepAdams,Alma S. Adams,Alma,Adams,F,1946-05-27,current,116,house,NC,12,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001311,,Dan Bishop,Dan,Bishop,M,1964-07-01,historical,116,house,NC,9,,Republican,2019-09-17,2021-01-03,2019-01-03,2021-01-03,2019-09-17,2021-01-03
B001305,RepTedBudd,Ted Budd,Ted,Budd,M,1971-10-21,current,116,house,NC,13,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001251,,G. K. Butterfield,George,Butterfield,M,1947-04-27,historical,116,house,NC,1,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
F000450,VirginiaFoxx,Virginia Foxx,Virginia,Foxx,F,1943-06-29,current,116,house,NC,5,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
H001065,,George Holding,George,Holding,M,1968-04-17,historical,116,house,NC,2,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
H001067,RepRichHudson,Richard Hudson,Richard,Hudson,M,1971-11-04,current,116,house,NC,8,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
J000255,,Walter B. Jones,Walter,Jones,M,1943-02-10,historical,116,house,NC,3,,Republican,2019-01-04,2019-02-10,2019-01-03,2021-01-03,2019-01-04,2019-02-10
M001156,,Patrick T. McHenry,Patrick,McHenry,M,1975-10-22,historical,116,house,NC,10,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
M001187,,Mark Meadows,Mark,Meadows,M,1959-07-28,historical,116,house,NC,11,,Republican,2019-01-03,2020-03-30,2019-01-03,2021-01-03,2019-01-03,2020-03-30
M001210,RepGregMurphy,Gregory F. Murphy,Gregory,Murphy,M,1963-03-05,current,116,house,NC,3,,Republican,2019-09-17,2021-01-03,2019-01-03,2021-01-03,2019-09-17,2021-01-03
P000523,,David E. Price,David,Price,M,1940-08-17,historical,116,house,NC,4,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
R000603,RepDavidRouzer,David Rouzer,David,Rouzer,M,1972-02-16,current,116,house,NC,7,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
W000819,,Mark Walker,Mark,Walker,M,1969-05-20,historical,116,house,NC,6,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
A000377,,Kelly Armstrong,Kelly,Armstrong,M,1976-10-08,historical,116,house,ND,0,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001298,RepDonBacon,Don Bacon,Don,Bacon,M,1963-08-16,current,116,house,NE,2,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
F000449,,Jeff Fortenberry,Jeff,Fortenberry,M,1960-12-27,historical,116,house,NE,1,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001172,RepAdrianSmith,Adrian Smith,Adrian,Smith,M,1970-12-19,current,116,house,NE,3,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
K000382,,Ann M. Kuster,Ann,Kuster,F,1956-09-05,historical,116,house,NH,2,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
P000614,RepChrisPappas,Chris Pappas,Chris,Pappas,M,1980-06-04,current,116,house,NH,1,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
G000583,RepJoshG,Josh Gottheimer,Josh,Gottheimer,M,1975-03-08,current,116,house,NJ,5,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
K000394,,Andy Kim,Andy,Kim,M,1982-07-12,current,116,house,NJ,3,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
M001203,,Tom Malinowski,Tom,Malinowski,M,1965-09-23,historical,116,house,NJ,7,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
N000188,DonaldNorcross,Donald Norcross,Donald,Norcross,M,1958-12-13,current,116,house,NJ,1,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
P000034,FrankPallone,"Frank Pallone, Jr.",Frank,Pallone,M,1951-10-30,current,116,house,NJ,6,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
P000096,,"Bill Pascrell, Jr.",Bill,Pascrell,M,1937-01-25,historical,116,house,NJ,9,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
P000604,,"Donald M. Payne, Jr.",Donald,Payne,M,1958-12-17,historical,116,house,NJ,10,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001207,,Mikie Sherrill,Mikie,Sherrill,F,1972-01-19,historical,116,house,NJ,11,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S001165,,Albio Sires,Albio,Sires,M,1951-01-26,historical,116,house,NJ,8,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
S000522,,Christopher H. Smith,Christopher,Smith,M,1953-03-04,current,116,house,NJ,4,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
V000133,Congressman_JVD,Jefferson Van Drew,Jefferson,Van Drew,M,1953-02-23,current,116,house,NJ,2,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
W000822,RepBonnie,Bonnie Watson Coleman,Bonnie,Watson Coleman,F,1945-02-06,current,116,house,NJ,12,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
H001080,,Debra A. Haaland,Debra,Haaland,F,1960-12-02,historical,116,house,NM,1,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
L000570,SenatorLujan,Ben Ray Luján,Ben,Luján,M,1972-06-07,current,116,house,NM,3,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
T000484,,Xochitl Torres Small,Xochitl,Torres Small,F,1984-11-15,historical,116,house,NM,2,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
A000369,MarkAmodeiNV2,Mark E. Amodei,Mark,Amodei,M,1958-06-12,current,116,house,NV,2,,Republican,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
H001066,RepHorsford,Steven Horsford,Steven,Horsford,M,1973-04-29,current,116,house,NV,4,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
L000590,RepSusieLee,Susie Lee,Susie,Lee,F,1966-11-07,current,116,house,NV,3,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
T000468,RepDinaTitus,Dina Titus,Dina,Titus,F,1950-05-23,current,116,house,NV,1,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
B001308,,Anthony Brindisi,Anthony,Brindisi,M,1978-11-22,historical,116,house,NY,22,,Democrat,2019-01-03,2021-01-03,2019-01-03,2021-01-03,2019-01-03,2021-01-03
